"DISSEMINATION_ID","ORIGINAL_DISSEMINATION_ID","ACTION","EXECUTION_TIMESTAMP","CLEARED","INDICATION_OF_COLLATERALIZATION","INDICATION_OF_END_USER_EXCEPTION","INDICATION_OF_OTHER_PRICE_AFFECTING_TERM","BLOCK_TRADES_AND_LARGE_NOTIONAL_OFF-FACILITY_SWAPS","EXECUTION_VENUE","EFFECTIVE_DATE","END_DATE","DAY_COUNT_CONVENTION","SETTLEMENT_CURRENCY","ASSET_CLASS","SUB-ASSET_CLASS_FOR_OTHER_COMMODITY","TAXONOMY","PRICE_FORMING_CONTINUATION_DATA","UNDERLYING_ASSET_1","UNDERLYING_ASSET_2","PRICE_NOTATION_TYPE","PRICE_NOTATION","ADDITIONAL_PRICE_NOTATION_TYPE","ADDITIONAL_PRICE_NOTATION","NOTIONAL_CURRENCY_1","NOTIONAL_CURRENCY_2","ROUNDED_NOTIONAL_AMOUNT_1","ROUNDED_NOTIONAL_AMOUNT_2","PAYMENT_FREQUENCY_1","PAYMENT_FREQUENCY_2","RESET_FREQUENCY_1","RESET_FREQUENCY_2","EMBEDED_OPTION","OPTION_STRIKE_PRICE","OPTION_TYPE","OPTION_FAMILY","OPTION_CURRENCY","OPTION_PREMIUM","OPTION_LOCK_PERIOD","OPTION_EXPIRATION_DATE","PRICE_NOTATION2_TYPE","PRICE_NOTATION2","PRICE_NOTATION3_TYPE","PRICE_NOTATION3"
"41957105","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-01-19","2021-01-19"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.86","","","ZAR","ZAR","200,000,000","200,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957106","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2015-06-01","2016-06-01"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","6.57","","","ZAR","ZAR","650,000,000","650,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957107","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-02-08","2021-02-08"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.435","","","ZAR","ZAR","200,000,000","200,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957108","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-02-04","2021-02-04"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.275","","","ZAR","ZAR","270,000,000","270,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957109","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2015-05-28","2016-05-28"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","6.57","","","ZAR","ZAR","650,000,000","650,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957110","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-02-03","2021-02-03"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.44","","","ZAR","ZAR","280,000,000","280,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957111","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-02-08","2026-02-08"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.94","","","ZAR","ZAR","130,000,000","130,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957112","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-02-08","2021-02-08"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.45","","","ZAR","ZAR","200,000,000","200,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957113","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-01-29","2026-01-29"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.865","","","ZAR","ZAR","120,000,000","120,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957114","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-01-11","2021-01-11"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.85","","","ZAR","ZAR","200,000,000","200,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957115","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-02-05","2021-02-05"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.22","","","ZAR","ZAR","190,000,000","190,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957116","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-02-03","2021-02-03"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.42","","","ZAR","ZAR","200,000,000","200,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957117","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-01-06","2018-01-06"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","7.92","ZAR","2,950,000","ZAR","ZAR","430,000,000","430,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957119","","NEW","2016-02-09T13:38:28","C","","","N","N","OFF","2016-01-29","2021-01-29"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","8.42","","","ZAR","ZAR","390,000,000","390,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41957121","","NEW","2016-02-09T13:39:59","U","UC","","N","N","ON","2016-02-10","2023-02-01"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.59","","","MXN","MXN","300,000,000","300,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41957802","","NEW","2016-02-09T14:11:27","C","","","N","N","OFF","2016-03-16","2046-03-16"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","1.104","","","EUR","EUR","27,000,000","27,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41957805","","NEW","2016-02-09T14:11:27","C","","","N","N","OFF","2026-03-18","2031-03-18"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","1.626","","","EUR","EUR","130,000,000","130,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41957806","","NEW","2016-02-09T14:11:27","C","","","N","N","OFF","2016-03-16","2026-03-16"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.609","","","EUR","EUR","69,000,000","69,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41957811","","NEW","2016-02-09T14:11:07","U","UC","","N","N","OFF","2016-03-16","2046-03-16"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","1.0775","","","EUR","EUR","100,000,000","100,000,000","6M","1Y","6M","","","1.0775","RF","EU","EUR","1,900,000","","2016-03-14","","","",""
"41957812","","NEW","2016-02-09T14:10:26","C","","","Y","N","OFF","2017-06-30","2026-06-30"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.47","","","USD","USD","9,000,000","9,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41957835","","NEW","2016-02-09T14:14:10","C","","","N","N","ON","2016-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.1175","","","USD","USD","14,000,000","14,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957836","","NEW","2016-02-09T14:14:10","C","","","N","N","ON","2016-02-11","2031-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.88875","","","USD","USD","50,000,000","50,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957837","","NEW","2016-02-09T14:14:10","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6275","","","USD","USD","35,000,000","35,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957839","","NEW","2016-02-09T14:14:08","C","","","N","N","ON","2024-05-07","2054-05-07"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.8695","USD","16,438,984","USD","USD","58,000,000","58,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41955940","","NEW","2016-02-09T13:16:23","C","","","N","N","ON","2021-02-08","2026-02-08"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.225","","","USD","USD","68,000,000","68,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41955942","","NEW","2016-02-09T11:12:10","U","UC","","N","N","OFF","2035-06-20","2045-06-20"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Novation","EUR-EURIBOR-Reuters","FIXED","Percent","1.7","","","EUR","EUR","65,000,000","65,000,000","6M","1Y","6M","","","1.7","PF","EU","EUR","6,665,750","","2035-06-18","","","",""
"41955943","41955897","CANCEL","2016-02-09T13:09:17","C","","","N","N","OFF","2016-02-09","2018-02-09"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","7.8","","","ZAR","ZAR","220,000,000","220,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41955944","41955897","CORRECT","2016-02-09T13:09:17","C","","","N","N","OFF","2016-02-09","2018-02-09"," ACT/365.FIXED","ZAR","IR","","InterestRate:IRSwap:FixedFloat","Trade","ZAR-JIBAR-SAFEX","FIXED","Percent","7.8","","","ZAR","ZAR","220,000,000","220,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41955952","","NEW","2016-02-09T13:01:55","C","","","N","N","OFF","2021-02-10","2026-02-10"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.98","","","AUD","AUD","51,000,000","51,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41955955","","NEW","2016-02-09T11:12:44","U","UC","","N","N","OFF","2035-06-20","2045-06-20"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Novation","EUR-EURIBOR-Reuters","FIXED","Percent","1.7","","","EUR","EUR","65,000,000","65,000,000","6M","1Y","6M","","","1.7","RF","EU","EUR","6,665,750","","2035-06-18","","","",""
"41955963","","NEW","2016-02-09T11:13:21","U","UC","","N","N","OFF","2030-06-19","2035-06-19"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Novation","EUR-EURIBOR-Reuters","FIXED","Percent","2","","","EUR","EUR","140,000,000","140,000,000","6M","1Y","6M","","","2","PF","EU","EUR","7,070,000","","2030-06-17","","","",""
"41955969","","NEW","2016-02-09T13:06:48","C","","","N","N","OFF","2018-04-03","2020-04-03"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.098","","","EUR","EUR","130,000,000","130,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41955971","","NEW","2016-02-09T13:14:17","U","UC","","N","N","ON","2016-04-11","2016-07-11"," ACT/365.FIXED","ZAR","IR","","InterestRate:FRA","Trade","ZAR-JIBAR-SAFEX","","Percent","7.24","","","ZAR","","3,000,000,000","","","","","","","","","","","","","","","","",""
"41956601","","NEW","2016-02-09T13:40:34","C","","","N","N","ON","2016-02-09","2018-02-09"," ACT/365.FIXED","CAD","IR","","InterestRate:IRSwap:FixedFloat","Trade","CAD-BA-CDOR","FIXED","Percent","0.6412","","","CAD","CAD","230,000,000","230,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41957134","","NEW","2016-02-09T13:53:14","C","","","N","N","OFF","2016-12-07","2026-12-07"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.7568","","","EUR","EUR","2,000,000","2,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41957139","","NEW","2016-02-09T13:50:46","C","","","N","N","ON","2016-09-14","2016-10-26"," ACT/360","EUR","IR","","InterestRate:IRSwap:OIS","Trade","EUR-EONIA-OIS-COMPOUND","FIXED","Percent","-0.481","","","EUR","EUR","4,000,000,000","4,000,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41957140","","NEW","2016-02-09T13:32:22","C","","","N","N","ON","2016-02-10","2026-01-28"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","6.015","","","MXN","MXN","50,000,000","50,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41957141","41957041","CANCEL","2016-02-09T13:51:19","C","","","N","N","OFF","2016-12-21","2017-03-15"," ACT/360","EUR","IR","","InterestRate:IRSwap:OIS","Trade","EUR-EONIA-OIS-COMPOUND","FIXED","Percent","-0.497","","","EUR","EUR","1,000,000,000","1,000,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41957142","41957041","CORRECT","2016-02-09T13:51:19","C","","","N","N","OFF","2016-12-21","2017-03-15"," ACT/360","EUR","IR","","InterestRate:IRSwap:OIS","Trade","EUR-EONIA-OIS-COMPOUND","FIXED","Percent","-0.497","","","EUR","EUR","1,000,000,000","1,000,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41957144","","NEW","2016-02-09T13:54:00","U","FC","","N","N","ON","2017-08-11","2022-08-11"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.591","","","EUR","EUR","100,000,000","100,000,000","6M","1Y","6M","","","0.591","PF","EU","EUR","800,000","","2017-08-09","","","",""
"41957152","","NEW","2016-02-09T13:54:15","C","","","N","N","ON","2015-05-19","2025-05-19"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.207","USD","117,600","USD","USD","2,000,000","2,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957154","41957052","CANCEL","2016-02-09T12:32:36","C","","","N","N","","2016-12-07","2026-12-07"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.7568","","","EUR","EUR","12,000,000","12,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41957157","","NEW","2016-02-09T13:30:00","C","","","N","N","OFF","2016-03-09","2016-04-13"," ACT/365.FIXED","CAD","IR","","InterestRate:IRSwap:OIS","Trade","CAD-CORRA-OIS-COMPOUND","FIXED","Percent","0.44","CAD","7,137.93103","CAD","CAD","3,000,000,000","3,000,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41957158","41954877","CANCEL","2016-02-09T12:33:51","U","PC","","N","N","","2016-12-07","2026-12-07"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","0.7568","","","EUR","EUR","2,000,000","2,000,000","6M","1Y","6M","","","","","","","","","","","","",""
"41957842","","NEW","2016-02-09T14:14:23","C","","","N","N","ON","2016-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.1175","","","USD","USD","14,000,000","14,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957843","","NEW","2016-02-09T14:14:23","C","","","N","N","ON","2016-02-11","2031-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.89","","","USD","USD","50,000,000","50,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957844","","NEW","2016-02-09T14:14:23","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.63","","","USD","USD","35,000,000","35,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957862","","NEW","2016-02-09T14:15:12","C","","","N","N","ON","2016-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.12","","","USD","USD","10,000,000","10,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957863","","NEW","2016-02-09T14:15:12","C","","","N","N","ON","2016-02-11","2036-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.01875","","","USD","USD","30,000,000","30,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957864","","NEW","2016-02-09T14:15:12","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6275","","","USD","USD","27,000,000","27,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957877","","NEW","2016-02-09T14:15:24","C","","","N","N","ON","2016-02-11","2046-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.12","","","USD","USD","5,000,000","5,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957879","41957397","CANCEL","2016-02-09T14:02:28","C","","","N","N","OFF","2016-02-09","2018-02-09"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","GBP-LIBOR-BBA","FIXED","Percent","0.744","","","GBP","GBP","95,000,000","95,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41957880","41957397","CORRECT","2016-02-09T14:02:28","C","","","N","N","OFF","2016-02-09","2018-02-09"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","GBP-LIBOR-BBA","FIXED","Percent","0.744","","","GBP","GBP","95,000,000","95,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41957881","","NEW","2016-02-09T14:15:37","C","","","N","N","ON","2016-02-11","2017-08-11"," Act/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","0.69375","","","USD","USD","300,000,000","300,000,000","3M","1Y","3M","","","","","","","","","","","","",""
"41957893","","NEW","2016-02-09T12:25:14","C","UC","N","N","N","OFF","2017-06-21","2017-09-20"," ACT/360","NOK","IR","","InterestRate:FRA","Trade","NOK-NIBOR-NIBR","","Percent","0.5875","","","NOK","","3,000,000,000","","","","","","","","","","","","","","","","",""
"41955980","","NEW","2016-02-09T13:15:00","U","UC","","N","N","ON","2016-08-10","2016-11-10"," ACT/365.FIXED","ZAR","IR","","InterestRate:FRA","Trade","ZAR-JIBAR-SAFEX","","Percent","7.63","","","ZAR","","3,000,000,000","","","","","","","","","","","","","","","","",""
"41955981","41925359","CANCEL","2016-02-08T17:18:00","U","UC","","N","N","OFF","2015-11-25","2017-11-22"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Termination","MXN-TIIE-Banxico","FIXED","Percent","4.28","","","MXN","MXN","58,000,000","58,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41955982","41925359","CORRECT","2016-02-08T17:18:00","U","UC","","N","N","OFF","2015-11-25","2017-11-22"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Termination","MXN-TIIE-Banxico","FIXED","Percent","4.28","","","MXN","MXN","58,000,000","58,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41955991","","NEW","2016-02-09T13:19:37","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.6608","","","USD","USD","29,000,000","29,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41956007","","NEW","2016-02-09T13:20:07","C","","","N","N","ON","2021-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.226","","","USD","USD","76,000,000","76,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41956018","","NEW","2016-02-09T13:20:59","C","","","N","N","ON","2016-02-11","2021-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.1425","","","USD","USD","60,000,000","60,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41956019","","NEW","2016-02-09T13:20:59","C","","","N","N","ON","2016-02-11","2020-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.005","","","USD","USD","150,000,000","150,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41956020","","NEW","2016-02-09T13:20:59","C","","","N","N","ON","2016-02-11","2019-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","0.8675","","","USD","USD","99,000,000","99,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41956619","","NEW","2016-02-09T13:40:49","C","","","N","N","ON","2016-02-09","2019-02-09"," ACT/365.FIXED","CAD","IR","","InterestRate:IRSwap:FixedFloat","Trade","CAD-BA-CDOR","FIXED","Percent","0.6723","","","CAD","CAD","140,000,000+","140,000,000+","6M","6M","3M","","","","","","","","","","","","",""
"41957183","","NEW","2016-02-09T13:55:15","U","UC","","N","N","ON","2016-02-10","2026-01-28"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.98","","","MXN","MXN","50,000,000","50,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41957186","","NEW","2016-02-09T13:55:23","C","","","N","N","ON","2016-02-10","2026-01-28"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.98","","","MXN","MXN","50,000,000","50,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41956890","41956795","NEW","2016-02-09T13:42:00","C","","","N","Y","OFF","2016-02-11","2019-02-11"," 30/360","EUR","IR","","InterestRate:IRSwap:FixedFloat","Trade","EUR-EURIBOR-Reuters","FIXED","Percent","-0.1375","","","EUR","EUR","210,000,000+","210,000,000+","6M","1Y","6M","","","","","","","","","","","","",""
"41957197","","NEW","2016-02-09T13:04:02","C","","","N","N","OFF","2016-03-31","2025-03-07"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","GBP-LIBOR-BBA","FIXED","Percent","1.36032","","","GBP","GBP","59,000,000","59,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41957198","","NEW","2016-02-09T13:55:42","C","","","N","N","ON","2016-02-10","2026-01-28"," ACT/360","MXN","IR","","InterestRate:IRSwap:FixedFloat","Trade","MXN-TIIE-Banxico","FIXED","Percent","5.98","","","MXN","MXN","50,000,000","50,000,000","28D","28D","28D","","","","","","","","","","","","",""
"41957896","","NEW","2016-02-09T14:15:37","U","UC","","N","N","OFF","2021-02-12","2026-02-12"," 30/360","EUR","IR","","InterestRate:Option:Swaption","Termination","EUR-EURIBOR-Reuters","FIXED","Percent","1.65","","","EUR","EUR","100,000,000","100,000,000","6M","1Y","6M","","","1.65","D-","EU","EUR","1,125,000","","2016-02-10","","","",""
"41957899","","NEW","2016-02-09T14:15:08","C","","","N","N","ON","2016-02-09","2031-02-09"," ACT/365.FIXED","CAD","IR","","InterestRate:IRSwap:FixedFloat","Trade","CAD-BA-CDOR","FIXED","Percent","1.799","","","CAD","CAD","7,000,000","7,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41957900","","NEW","2016-02-09T14:15:08","C","","","N","N","ON","2016-02-09","2028-02-09"," ACT/365.FIXED","CAD","IR","","InterestRate:IRSwap:FixedFloat","Trade","CAD-BA-CDOR","FIXED","Percent","1.5915","","","CAD","CAD","8,000,000","8,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41957904","","NEW","2016-02-09T14:16:09","C","","","N","N","ON","2016-02-11","2021-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.11462","","","USD","USD","96,000,000","96,000,000","3M","6M","3M","","","","","","","","","","Percent","0","",""
"41957905","","NEW","2016-02-09T14:16:09","C","","","N","N","ON","2016-02-11","2026-02-11"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.63238","","","USD","USD","50,000,000","50,000,000","3M","6M","3M","","","","","","","","","","Percent","0","",""
"41957908","","NEW","2016-02-09T14:02:55","C","","","N","N","OFF","2016-02-11","2020-05-31"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.04","","","USD","USD","42,000,000","42,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957913","","NEW","2016-02-09T14:10:28","C","","","N","N","OFF","2016-02-11","2020-05-31"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.04","","","USD","USD","8,000,000","8,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41957917","41954957","CANCEL","2016-02-09T12:36:35","C","","","N","N","OFF","2016-01-14","2039-09-07"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","GBP-LIBOR-BBA","FIXED","Percent","1.999","","","GBP","GBP","7,000,000","7,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41957918","41954957","CORRECT","2016-02-09T12:36:35","C","PC","","N","N","OFF","2016-01-14","2039-09-07"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","FIXED","GBP-LIBOR-BBA","Percent","1.999","","","GBP","GBP","7,000,000","7,000,000","6M","6M","","6M","","","","","","","","","","","",""
"41957937","41957812","CANCEL","2016-02-09T14:10:26","C","","","Y","N","","2017-06-30","2026-06-30"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.47","","","USD","USD","9,000,000","9,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41957942","","NEW","2016-02-09T14:15:59","C","","","N","N","ON","2016-02-11","2017-02-11"," ACT/360","EUR","IR","","InterestRate:IRSwap:OIS","Trade","EUR-EONIA-OIS-COMPOUND","FIXED","Percent","-0.425","","","EUR","EUR","100,000,000","100,000,000","1Y","1Y","1Y","","","","","","","","","","","","",""
"41957944","41954958","CANCEL","2016-02-09T12:36:35","C","","","N","N","OFF","2016-01-14","2060-01-22"," ACT/365.FIXED","GBP","IR","","InterestRate:IRSwap:FixedFloat","Trade","GBP-LIBOR-BBA","FIXED","Percent","1.9","GBP","8,268.73385","GBP","GBP","4,000,000","4,000,000","6M","6M","6M","","","","","","","","","","","","",""
